ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-09-02T13:02:38.502-0400,,dir,1,4,16,1,16,68719476736,1048576,1,0,,8,1,0,MKDIRS,1,6,55797,10186,,,,,8,4,64,64,,,286,614,1030,,,,,,,,,,,,,,,,,,,,3.1-12,"elbencho" "--hosts" "192.168.103.151 192.168.103.152 192.168.103.153 192.168.103.154" "/mnt/fg_test/testdir/" "-d" "-r" "-b" "1M" "-s" "64g" "-N" "16" "-t" "16" "--iodepth" "8" "--direct" "--nolive" "--latpercent" "--csvfile" "results_01_max_bw_read.csv" 
2026-09-02T13:02:38.533-0400,,dir,1,4,16,1,16,68719476736,1048576,1,0,,8,1,0,READ,871721,1036973,1,0,69122,64716,69122,64716,6,6,884,1024,60255147,67108864,32961455,59825067,103583302,431,7288,5787089,,,,,,,,,,,,,,,,,3.1-12,"elbencho" "--hosts" "192.168.103.151 192.168.103.152 192.168.103.153 192.168.103.154" "/mnt/fg_test/testdir/" "-d" "-r" "-b" "1M" "-s" "64g" "-N" "16" "-t" "16" "--iodepth" "8" "--direct" "--nolive" "--latpercent" "--csvfile" "results_01_max_bw_read.csv" 
