1789130186663, 8748, 0, 0, 0
1789130186663, 3751, 1, 0, 0
1789130187663, 8748, 0, 0, 0
1789130187663, 3749, 1, 0, 0
1789130188663, 8752, 0, 0, 0
1789130188663, 3751, 1, 0, 0
1789130189663, 8749, 0, 0, 0
1789130189663, 3749, 1, 0, 0
1789130190663, 8752, 0, 0, 0
1789130190663, 3751, 1, 0, 0
1789130191663, 8382, 0, 0, 0
1789130191663, 3578, 1, 0, 0
1789130192663, 9121, 0, 0, 0
1789130192663, 3923, 1, 0, 0
1789130193663, 8751, 0, 0, 0
1789130193663, 3751, 1, 0, 0
1789130194663, 8749, 0, 0, 0
1789130194663, 3750, 1, 0, 0
1789130195664, 8754, 0, 0, 0
1789130195664, 3750, 1, 0, 0
1789130196663, 8746, 0, 0, 0
1789130196663, 3749, 1, 0, 0
1789130197663, 8751, 0, 0, 0
1789130197663, 3751, 1, 0, 0
1789130198663, 8754, 0, 0, 0
1789130198663, 3750, 1, 0, 0
1789130199663, 8750, 0, 0, 0
1789130199663, 3751, 1, 0, 0
1789130200663, 8749, 0, 0, 0
1789130200663, 3747, 1, 0, 0
1789130201663, 8273, 0, 0, 0
1789130201663, 3541, 1, 0, 0
1789130202663, 8408, 0, 0, 0
1789130202663, 3630, 1, 0, 0
1789130203663, 9571, 0, 0, 0
1789130203663, 4082, 1, 0, 0
1789130204663, 8750, 0, 0, 0
1789130204663, 3751, 1, 0, 0
1789130205663, 8751, 0, 0, 0
1789130205663, 3750, 1, 0, 0
1789130206663, 8753, 0, 0, 0
1789130206663, 3752, 1, 0, 0
1789130207664, 8749, 0, 0, 0
1789130207664, 3749, 1, 0, 0
1789130208663, 8749, 0, 0, 0
1789130208663, 3749, 1, 0, 0
1789130209663, 8753, 0, 0, 0
1789130209663, 3752, 1, 0, 0
1789130210663, 8747, 0, 0, 0
1789130210663, 3748, 1, 0, 0
1789130211663, 8744, 0, 0, 0
1789130211663, 3747, 1, 0, 0
1789130212663, 8736, 0, 0, 0
1789130212663, 3741, 1, 0, 0
