1789130186663, 559919, 0, 0, 0
1789130186663, 240112, 1, 0, 0
1789130187663, 559872, 0, 0, 0
1789130187663, 239936, 1, 0, 0
1789130188663, 560128, 0, 0, 0
1789130188663, 240064, 1, 0, 0
1789130189663, 559936, 0, 0, 0
1789130189663, 239936, 1, 0, 0
1789130190663, 560128, 0, 0, 0
1789130190663, 240064, 1, 0, 0
1789130191663, 536448, 0, 0, 0
1789130191663, 228992, 1, 0, 0
1789130192663, 583744, 0, 0, 0
1789130192663, 251072, 1, 0, 0
1789130193663, 560064, 0, 0, 0
1789130193663, 240064, 1, 0, 0
1789130194663, 559936, 0, 0, 0
1789130194663, 240000, 1, 0, 0
1789130195664, 560256, 0, 0, 0
1789130195664, 240000, 1, 0, 0
1789130196663, 559791, 0, 0, 0
1789130196663, 239983, 1, 0, 0
1789130197663, 560064, 0, 0, 0
1789130197663, 240064, 1, 0, 0
1789130198663, 560256, 0, 0, 0
1789130198663, 240000, 1, 0, 0
1789130199663, 560000, 0, 0, 0
1789130199663, 240064, 1, 0, 0
1789130200663, 559936, 0, 0, 0
1789130200663, 239808, 1, 0, 0
1789130201663, 529472, 0, 0, 0
1789130201663, 226624, 1, 0, 0
1789130202663, 538112, 0, 0, 0
1789130202663, 232320, 1, 0, 0
1789130203663, 612544, 0, 0, 0
1789130203663, 261248, 1, 0, 0
1789130204663, 560000, 0, 0, 0
1789130204663, 240064, 1, 0, 0
1789130205663, 560064, 0, 0, 0
1789130205663, 240000, 1, 0, 0
1789130206663, 560192, 0, 0, 0
1789130206663, 240128, 1, 0, 0
1789130207664, 559936, 0, 0, 0
1789130207664, 239936, 1, 0, 0
1789130208663, 559983, 0, 0, 0
1789130208663, 239983, 1, 0, 0
1789130209663, 560192, 0, 0, 0
1789130209663, 240128, 1, 0, 0
1789130210663, 559808, 0, 0, 0
1789130210663, 239872, 1, 0, 0
1789130211663, 559616, 0, 0, 0
1789130211663, 239808, 1, 0, 0
1789130212663, 559104, 0, 0, 0
1789130212663, 239424, 1, 0, 0
1789130213663, 477504, 0, 0, 0
1789130213663, 205056, 1, 0, 0
1789130214663, 141888, 0, 0, 0
1789130214663, 57856, 1, 0, 0
1789130235566, 9, 1, 0, 0
1789130236566, 188288, 0, 0, 0
1789130236566, 86784, 1, 0, 0
1789130237567, 222848, 0, 0, 0
1789130237567, 92288, 1, 0, 0
1789130238567, 217792, 0, 0, 0
1789130238567, 92096, 1, 0, 0
1789130239567, 238016, 0, 0, 0
1789130239567, 97408, 1, 0, 0
1789130240567, 238912, 0, 0, 0
1789130240567, 105088, 1, 0, 0
1789130241567, 498816, 0, 0, 0
1789130241567, 217472, 1, 0, 0
1789130242567, 740608, 0, 0, 0
1789130242567, 315456, 1, 0, 0
1789130243567, 795584, 0, 0, 0
1789130243567, 342016, 1, 0, 0
1789130244567, 818688, 0, 0, 0
1789130244567, 350656, 1, 0, 0
1789130245567, 839616, 0, 0, 0
1789130245567, 372352, 1, 0, 0
1789130246568, 864832, 0, 0, 0
1789130246568, 362240, 1, 0, 0
1789130247568, 699776, 0, 0, 0
1789130247568, 296192, 1, 0, 0
1789130248568, 628416, 0, 0, 0
1789130248568, 259136, 1, 0, 0
1789130249568, 727232, 0, 0, 0
1789130249568, 303168, 1, 0, 0
1789130250568, 684608, 0, 0, 0
1789130250568, 293184, 1, 0, 0
1789130251568, 948352, 0, 0, 0
1789130251568, 411904, 1, 0, 0
1789130252568, 965824, 0, 0, 0
1789130252568, 415360, 1, 0, 0
1789130253569, 934400, 0, 0, 0
1789130253569, 397888, 1, 0, 0
1789130254569, 942592, 0, 0, 0
1789130254569, 405696, 1, 0, 0
1789130255569, 949184, 0, 0, 0
1789130255569, 419072, 1, 0, 0
1789130256569, 659648, 0, 0, 0
1789130256569, 275968, 1, 0, 0
1789130257569, 561856, 0, 0, 0
1789130257569, 246336, 1, 0, 0
1789130258569, 668544, 0, 0, 0
1789130258569, 275840, 1, 0, 0
1789130259569, 899584, 0, 0, 0
1789130259569, 384192, 1, 0, 0
1789130260570, 950016, 0, 0, 0
1789130260570, 406656, 1, 0, 0
1789130261570, 946624, 0, 0, 0
