ts,node,bytes_read,bytes_written,bytes_in,bytes_out,ff_in,ff_out,queued_count,queued_bytes,ffrepo_used,content_used,prov_used,heap_used,gc_ms
1788782412,nifi-1,0,241927454720,0,0,0,0,0,0,262144,10790633472,4718592,549999592,4737
1788782423,nifi-0,0,237968031744,0,0,0,0,0,0,524288,11700535296,4718592,979582992,4049
1788782424,nifi-1,0,242128781312,0,0,0,0,0,0,524288,11933843456,4456448,831142768,4779
1788782435,nifi-0,0,238102249472,0,0,0,0,0,0,786432,5622202368,4980736,560664792,4093
1788782436,nifi-1,0,242061672448,0,0,0,0,0,0,524288,14175174656,4718592,617752400,4828
1788782447,nifi-0,0,238370684928,0,0,0,0,0,0,524288,15570305024,5242880,632474160,4134
1788782448,nifi-1,0,241927454720,0,0,0,0,0,0,524288,7963410432,4980736,689586360,4883
1788782459,nifi-0,0,237632487424,0,0,0,0,0,0,524288,24849678336,5505024,917786952,4175
1788782460,nifi-1,0,242464325632,0,0,0,0,0,0,786432,17244356608,4980736,685575824,4938
1788782471,nifi-0,0,236894289920,0,0,0,0,0,0,524288,18370789376,5767168,708649920,4230
1788782473,nifi-1,0,242262999040,0,0,0,0,0,0,524288,12101615616,5242880,964997320,4984
1788782484,nifi-0,0,237028507648,0,0,0,0,0,0,786432,13236961280,5767168,490903632,4277
1788782485,nifi-1,0,242330107904,0,0,0,0,0,0,786432,21703163904,5242880,827016336,5029
1788782496,nifi-0,0,237095616512,0,0,0,0,0,0,786432,6661341184,6029312,914657392,4321
1788782497,nifi-1,0,242262999040,0,0,0,0,0,0,786432,15467282432,5505024,896423952,5071
1788782508,nifi-0,0,237364051968,0,0,0,0,0,0,786432,16172711936,6291456,986467192,4364
1788782509,nifi-1,0,241524801536,0,0,0,0,0,0,786432,24315428864,5767168,827727568,5114
1788782520,nifi-0,0,237498269696,0,0,0,0,0,0,786432,10289152000,6291456,703757520,4410
1788782522,nifi-1,0,241323474944,0,0,0,0,0,0,524288,18347458560,5767168,754817256,5179
1788782533,nifi-0,0,237565378560,0,0,0,0,0,0,786432,19759890432,6029312,842639672,4458
1788782534,nifi-1,0,241457692672,0,0,0,0,0,0,524288,13248495616,6553600,688290360,5242
1788782545,nifi-0,0,237095616512,0,0,0,0,0,0,786432,13962838016,6291456,637579312,4506
1788782546,nifi-1,0,241524801536,0,0,0,0,0,0,524288,22571384832,6029312,835219896,5301
1788782557,nifi-0,0,236827181056,0,0,0,0,0,0,786432,8328052736,6553600,637783448,4558
1788782558,nifi-1,0,241323474944,0,0,0,0,0,0,524288,16459759616,6029312,548515408,5367
1788782569,nifi-0,0,236088983552,0,0,0,0,1,67108864,786432,17376215040,6553600,850022072,4609
1788782570,nifi-1,0,240115515392,0,0,0,0,0,0,524288,24546115584,6029312,689571608,5434
1788782581,nifi-0,0,236491636736,0,0,0,0,0,0,262144,11938299904,6815744,636559784,4663
1788782582,nifi-1,0,240249733120,0,0,0,0,0,0,786432,17833918464,6291456,520107456,5532
1788782593,nifi-0,0,236491636736,0,0,0,0,0,0,524288,20993802240,7077888,779651120,4753
1788782594,nifi-1,0,240048406528,0,0,0,0,0,0,786432,11952193536,6291456,736682136,5594
1788782605,nifi-0,0,236894289920,0,0,0,0,0,0,262144,14583070720,7340032,771545928,4773
1788782606,nifi-1,0,240383950848,0,0,0,0,0,0,786432,5794955264,6291456,738960288,5658
1788782617,nifi-0,0,237431160832,0,0,0,0,0,0,524288,8262254592,7340032,486780152,4828
1788782618,nifi-1,0,239511535616,0,0,0,0,0,0,786432,15154544640,6815744,810451808,5705
1788782629,nifi-0,0,237632487424,0,0,0,0,0,0,524288,18093965312,7602176,556475464,4883
1788782630,nifi-1,0,239981297664,0,0,0,0,0,0,524288,9669181440,6815744,809177992,5763
1788782641,nifi-0,0,237900922880,0,0,0,0,0,0,524288,11203248128,7864320,627986816,4941
1788782642,nifi-1,0,239779971072,0,0,0,0,0,0,524288,17222860800,7077888,524213696,5822
1788782653,nifi-0,0,238102249472,0,0,0,0,1,67108864,524288,20533215232,7602176,842320400,4998
1788782654,nifi-1,0,240383950848,0,0,0,0,0,0,524288,12096634880,7864320,809967888,5891
1788782665,nifi-0,0,238840446976,0,0,0,0,0,0,524288,13722451968,8126464,700175712,5061
1788782666,nifi-1,0,240182624256,0,0,0,0,0,0,524288,6134431744,8388608,598586400,5945
