ts,node,bytes_read,bytes_written,bytes_in,bytes_out,ff_in,ff_out,queued_count,queued_bytes,ffrepo_used,content_used,prov_used,heap_used,gc_ms
1788782864,nifi-1,0,45876019200,0,0,0,0,788,3227648,324534272,3223060480,12137529344,2226759304,7122
1788782875,nifi-0,0,45363200000,0,0,0,0,2675,10956800,279445504,584056832,11748245504,1057932256,6331
1788782877,nifi-1,0,45831782400,0,0,0,0,2791,11431936,209977344,1540358144,11536171008,351849472,7220
1788782889,nifi-0,0,45521305600,0,0,0,0,1200,4915200,183762944,919601152,12118392832,2104414640,6363
1788782890,nifi-1,0,45684326400,0,0,0,0,1400,5734400,301727744,3190030336,11424759808,1992888648,7250
1788782901,nifi-0,0,45477888000,0,0,0,0,1800,7372800,322961408,344719360,11561861120,1460951504,6454
1788782903,nifi-1,0,45551616000,0,0,0,0,1725,7065600,314310656,2247360512,11532500992,2301334816,7332
1788782915,nifi-0,0,45608960000,0,0,0,0,1485,6082560,301989888,647495680,11607736320,1208488552,6516
1788782917,nifi-1,0,45611417600,0,0,0,0,1309,5361664,171180032,817889280,11525423104,753209016,7377
1788782928,nifi-0,0,45717094400,0,0,0,0,2557,10473472,194248704,432275456,11241521152,1452624328,6594
1788782930,nifi-1,0,45441024000,0,0,0,0,1400,5734400,76808192,890765312,11692670976,1923489576,7417
1788782941,nifi-0,0,45517209600,0,0,0,0,1393,5705728,337379328,767557632,11642601472,354188512,6635
1788782943,nifi-1,0,45428736000,0,0,0,0,1000,4096000,247463936,568852480,11858083840,508124448,7460
1788782955,nifi-0,0,45620428800,0,0,0,0,1895,7761920,288882688,439353344,11810373632,1386034768,6673
1788782957,nifi-1,0,45567180800,0,0,0,0,1200,4915200,195297280,2640576512,11955339264,905437688,7502
1788782969,nifi-0,0,45258342400,0,0,0,0,1200,4915200,211025920,210239488,12175278080,2582869392,6736
1788782970,nifi-1,0,45822771200,0,0,0,0,800,3276800,88604672,1194852352,11497111552,2065407024,7541
1788782982,nifi-0,0,45207552000,0,0,0,0,1842,7544832,299368448,404226048,11777081344,2638207464,6771
1788782983,nifi-1,0,46214348800,0,0,0,0,1284,5259264,273154048,2558787584,11324882944,1004468400,7588
1788782995,nifi-0,0,45118259200,0,0,0,0,1358,5562368,237502464,426770432,11496849408,530325528,6832
1788782997,nifi-1,0,46312652800,0,0,0,0,1200,4915200,199229440,1137967104,11378098176,549925192,7671
1788783008,nifi-0,0,45329612800,0,0,0,0,1475,6041600,179830784,498597888,11882201088,2520432104,6864
1788783010,nifi-1,0,46188953600,0,0,0,0,1600,6553600,169345024,2476212224,11753226240,327037232,7713
1788783021,nifi-0,0,45410713600,0,0,0,0,557,2281472,320864256,315097088,11827675136,1511504672,6927
1788783023,nifi-1,0,46442905600,0,0,0,0,600,2457600,252444672,534773760,11708137472,311415264,7773
1788783035,nifi-0,0,45250969600,0,0,0,0,1600,6553600,271843328,238026752,11138498560,2090735192,6991
1788783036,nifi-1,0,46411776000,0,0,0,0,1263,5173248,160694272,1353711616,11965300736,1160719488,7810
1788783047,nifi-0,0,45330432000,0,0,0,0,1501,6148096,154140672,246415360,11302600704,2189347696,7025
1788783049,nifi-1,0,46502707200,0,0,0,0,1200,4915200,35651584,313786368,11871191040,1820711344,7848
1788783061,nifi-0,0,45276364800,0,0,0,0,1598,6545408,317980672,522452992,11253841920,689119320,7123
1788783063,nifi-1,0,46564966400,0,0,0,0,1582,6479872,289931264,2251030528,11198005248,1960700848,7923
1788783074,nifi-0,0,45444300800,0,0,0,0,1663,6811648,257425408,532938752,11576279040,2489704056,7154
1788783076,nifi-1,0,46500249600,0,0,0,0,1000,4096000,144179200,721682432,11473518592,1771468360,8008
1788783088,nifi-0,0,45506560000,0,0,0,0,600,2457600,180879360,241958912,11677466624,1044657288,7282
1788783090,nifi-1,0,46603468800,0,0,0,0,984,4030464,303038464,2495610880,11613765632,1320602000,8082
1788783101,nifi-0,0,45345996800,0,0,0,0,2000,8192000,316145664,331350016,11777605632,240486248,7323
1788783103,nifi-1,0,46254489600,0,0,0,0,1224,5013504,238026752,1195114496,11879317504,1378103680,8137
1788783114,nifi-0,0,45370572800,0,0,0,0,1600,6553600,287571968,470548480,11874598912,2216228872,7363
1788783116,nifi-1,0,46240563200,0,0,0,0,1278,5234688,194772992,2939420672,11858608128,2304826056,8172
1788783127,nifi-0,0,45608960000,0,0,0,0,1171,4796416,173801472,464257024,11343495168,1346123360,7435
1788783129,nifi-1,0,46321664000,0,0,0,0,1376,5636096,308019200,1828978688,11363942400,1749994776,8212
1788783140,nifi-0,0,45796556800,0,0,0,0,1600,6553600,330301440,481558528,11568414720,1112454816,7473
1788783142,nifi-1,0,46442905600,0,0,0,0,2699,11055104,290455552,3780378624,11660951552,1036054384,8251
1788783154,nifi-0,0,45729382400,0,0,0,0,1000,4096000,260308992,386138112,11753226240,1444548728,7508
1788783155,nifi-1,0,46274969600,0,0,0,0,1200,4915200,294912000,2085617664,11948785664,2170951040,8336
1788783167,nifi-0,0,45681868800,0,0,0,0,1536,6291456,195297280,357040128,11501305856,1920065368,7540
1788783169,nifi-1,0,46119321600,0,0,0,0,1600,6553600,288620544,891813888,12324700160,1774385000,8381
1788783181,nifi-0,0,45929267200,0,0,0,0,1793,7344128,69468160,382205952,11079778304,802672744,7613
1788783182,nifi-1,0,46604288000,0,0,0,0,2200,9011200,263192576,2974547968,11285299200,2294615872,8421
1788783194,nifi-0,0,45800652800,0,0,0,0,1481,6066176,244056064,951320576,11528044544,2503819728,7649
1788783195,nifi-1,0,46678835200,0,0,0,0,1600,6553600,173277184,1412431872,11940397056,860109768,8494
